tmdb_id,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_air_date,last_air_date,creator_names,actor_names
120089,Семья шпиона,SPY×FAMILY,"В центре сюжета оказывается секретный агент. Для выполнения очередной миссии он вынужден завести поддельную семью. Вот только мужчина даже не подозревает, что его фиктивная жена является наемным убийцей, а дочь - самый настоящий телепат. Это юное создание пытается сделать все возможное, чтобы ее приемные родители, несмотря на все испытания, действительно были вместе и стали ее настоящей семьей...",2022,https://image.tmdb.org/t/p/w500/xMqGSPjjnc4awD4R8JrRTW0IGOt.jpg,8.505,2257,2022-04-09,2025-12-27,,"Такуя Эгути, Ацуми Танэдзаки, Саори Хаями, Кэнъитиро Мацуда, Ацуси Оно, Ицуки Курита, Йоко Фудзита, Дзюнъити Сувабэ, Юко Сасаки, Хироси Янака"
220102,Паук-Нуар,Spider-Noir,"Нью-Йорк, 1930-ые. Частный детектив Бен Райлли, который переживает не лучшие времена, сталкивается со своим прошлым. Бену, единственному супергерою в городе, приходится бороться с внутренними демонами и снова стать Человеком-пауком, чтобы спасти мегаполис и себя.",2026,https://image.tmdb.org/t/p/w500/80V1Eg0zvbU4XbgAUD15zBE8iUB.jpg,8.924,198,2026-05-25,2026-05-25,Орен Узил,"Николас Кейдж, Ламорн Моррис, Ли Цзюнь Ли, Карен Родригес, Абрахам Попула, Джек Хьюстон, Брендан Глисон, Майкл Кострофф, Эндрю Льюис Колдуэлл, Лукас Хаас"
76121,Любимый во Франкcе,ダーリン・イン・ザ・フランキス,"В далёком будущем от планеты осталась только выжженная пустыня, по которой движется оплот цивилизации, город-плантация. Внутри него скрывается Омела — уголок природы, где как в клетке живут дети, нужные только для того, чтобы подниматься в небо и сражаться с рёвозаврами. Но Хиро ни на что не годен. Он не годится для этого, и не только не справился сам, но и утянул за собой свою драгоценную партнёршу. Хиро был готов опустить руки, но встреча с загадочной незнакомкой, которую все вокруг так боятся, заново разожгла в нём желание жить. Какой мир откроет ему та, что назвала его любимым?",2018,https://image.tmdb.org/t/p/w500/hKbRDNuxboiOlBNs3l0ckasdpLA.jpg,8.511,1897,2018-01-13,2018-07-06,,"Юто Уэмура, Харука Томацу, Кана Итиносэ, Юитиро Умэхара, Нанами Ямасита, Саори Хаями, Марина Иноуэ, Сидзука Исигами, Муцуми Тамура, Аой Ичикава"
83100,Дороро,どろろ,"Чтобы победить голод, болезни и прочие бедствия на своих землях, а также стать правителем страны, лорд Даиго заключает сделку с демонами: в обмен на благополучие они могут забрать у него что угодно. Хитрые демоны выбирают органы и части тела только что рождённого первенца лорда, и от малыша практически ничего не остаётся. Даиго приказывает избавиться от останков, однако мальчик обладает чудесной выживаемостью и попадает в руки к невероятному врачу.",2019,https://image.tmdb.org/t/p/w500/oudk6QIrLLtMlmVBBQoheNzcqeI.jpg,8.53,1309,2019-01-07,2019-06-24,Осаму Тэдзука,"Судзуки, Рио, Тиэ Накамура, Хироки Судзуки, Наоя Утида, Акио Оцука, Шоя Чиба, Муцуми Сасаки"
1399,Игра Престолов,Game of Thrones,"К концу подходит время благоденствия, и лето, длившееся почти десятилетие, угасает. Вокруг средоточия власти Семи Королевств, Железного трона, зреет заговор, и в это непростое время король решает искать поддержки у друга юности Эддарда Старка. В мире, где все — от короля до наёмника — рвутся к власти, плетут интриги и готовы вонзить нож в спину, есть место и благородству, состраданию и любви. Между тем, никто не замечает пробуждение тьмы из легенд далеко на Севере — и лишь Стена защищает живых к югу от неё.",2011,https://image.tmdb.org/t/p/w500/1sIAsLSaMwm3mb7Y6jISMv56McR.jpg,8.461,26899,2011-04-17,2019-05-19,"Дэвид Бениофф, Д. Б. Уайс","Питер Динклэйдж, Кит Харингтон, Шон Бин, Марк Эдди, Ричард Мэдден, Николай Костер-Вальдау, Лина Хиди, Мишель Фэйрли, Эмилия Кларк, Лиам Каннингем"
114410,Человек-бензопила,チェンソーマン,"Дэндзи хотел жить спокойной жизнью со своей девушкой, но, чтобы расплатиться с оставшимися от отца долгами, был вынужден заниматься нелегальной охотой на демонов и однажды погиб. Его не самый обычный домашний питомец Потита каким-то образом слился с его мертвым телом, и теперь парень способен превращать конечности в бензопилы. Такого ценного кадра нанимает Бюро общественной безопасности, чтобы тот снова охотился на демонов — теперь официально.",2022,https://image.tmdb.org/t/p/w500/92Ds0hOHObvZBekqneimrGpxyXh.jpg,8.5,2134,2022-10-12,2022-12-28,,"Кикуносукэ Тоя, Томори Кусуноки, Сёго Саката, Файруз Ай, Мария Исэ, Коки Мията, Хината Тадокоро, Хироки Мацукава, Такахиро Хираи, Кэнъити Минэ"
154521,Кардашьян,The Kardashians,Сериал рассказывает о жизни семейства Кардашьян.,2022,https://image.tmdb.org/t/p/w500/gqYla70EuucOvjWiF08ebR867X3.jpg,8.5,2126,2022-04-14,2025-12-25,,"Крис Дженнер, Kourtney Kardashian Barker, Ким Кардашьян, Khloé Kardashian, Кендалл Дженнер, Кайли Дженнер, Scott Disick, Джеймс Корден, Jonathan Cheban, Gayle King"
200709,Слабый герой,약한영웅,"Ён Cи Ын — примерный ученик и занимает первое место по успеваемости в школе. Физически Ён Cи Ын выглядит слабым, но, используя свой ум, инструменты и психологию, он борется с насилием, происходящим внутри и за пределами его школы.",2022,https://image.tmdb.org/t/p/w500/k1lQR01tCU24tcraPNBrfpdCa1S.jpg,8.666,433,2022-11-18,2025-04-25,"You Su-min, 한준희","박지훈, 최현욱, 홍경, 려운, 이연, Чхве Мин Ён, 유수빈, 김수겸, 차우민, 신승호"
30991,Ковбой Бибоп,カウボーイビバップ,"Разношерстная команда охотников за головами — бывший киллер, бывший полицейский, аферистка, юная хакерша и гениальная собака — бороздит космос в поисках наживы.",1998,https://image.tmdb.org/t/p/w500/zw3vD1XBR0wmr5XR8a3U8Vhvekh.jpg,8.5,1933,1998-04-03,1999-04-24,,"Коити Ямадэра, Унсё Исидзука, Мэгуми Хаясибара, Аой Тада, Такэси Аоно, Норио Вакамото, Гара Такасима, Ринтаро Ниси, Юрика Хино, Такэхиро Кояма"
2004,Малкольм в центре внимания,Malcolm in the Middle,"Добро пожаловать в семью, где всегда весело! Мамаша-монстр, папаша-лопух и четверо детей — шалопаев! И эта взрывоопасная смесь проживает лишь под одной крышей! Под которой постоянно творится что-то невероятное. И драки, и игры, в мумию, и истерический смех, химические эксперименты, безумные погони мамочки на авто, странные танцы на ягодицах, игра на венике, и море коварных каверзных ситуаций от малолетних дьяволят. Именно в такой семье живет Малкольм. Именно он расскажет вам: что такое очень веселая семья?",2000,https://image.tmdb.org/t/p/w500/tuskpLz1wWwDKxdQR9Ih7o47dcV.jpg,8.471,4838,2000-01-09,2006-05-14,Линвуд Бумер,"Фрэнки Муниз, Джейн Качмарек, Брайан Крэнстон, Джастин Берфилд, Эрик Пер Салливан, Кристофер Мастерсон, James Rodriguez, Lukas Rodriguez, Jenna Edwards, Michael McShane"
73223,Чёрный клевер,ブラッククローバー,"В мире, где всё решает магия, однажды у порога церкви находят двух брошенных детей, Аста и Юно. И если Юно оказался одарён исключительной магической силой, то Аста был урождён единственным человеком в мире, у которого эта сила полностью отсутствует. Когда мальчикам исполнилось пятнадцать лет, для них пришло время получить гримуары, раскрывающие истинную силу магов. Аста стал обладателем Антимагического Гримуара, обладающего уникальной способностью - отменять или отражать магию. Способности Юно и Аста прекрасно дополняют друг друга, и теперь ребята готовы вместе начать нелёгкий путь к своей общей мечте: стать ""Королём магов"". И они не остановятся ни перед чем!",2017,https://image.tmdb.org/t/p/w500/vcsAzsoSJEHgJZ29EkxXWSEVbDN.jpg,8.495,2092,2017-10-03,2021-03-30,,"Гакуто Кадживара, Нобунага Симадзаки, Кана Юки, Дзюнъити Сувабэ, Гэнки Муро, Аюму Мурасэ, Дзюн Фукуяма, Сатоши Хино, Киёно Ясуно, Нана Мидзуки"
71712,Хороший доктор,The Good Doctor,"История молодого талантливого врача с синдромом саванта, обладающего уникальными способностями — невероятной памятью и фантастической чувствительностью к проблемам, вспыхивающим внутри человеческого организма. Герой становится блестящим хирургом, несмотря на то, в личностном плане его развитие соответствует развитию десятилетнего ребёнка...",2017,https://image.tmdb.org/t/p/w500/c3WPgJl5OjAMJotI7qPeL1zgcCX.jpg,8.459,12833,2017-09-25,2024-05-21,Дэвид Шор,"Фредди Хаймор, Fiona Gubelmann, Николас Гонсалес, Уилл Юн Ли, Christina Chang, Paige Spara, Bria Samoné Henderson, Noah Galvin, Чуку Моду, Ричард Шифф"
76479,Пацаны,The Boys,"2000-е, мир, где существуют супергерои. Они являются настоящими звёздами, которых все знают и обожают. Но за идеальным фасадом скрывается гораздо более мрачный мир – большинство героев в жизни не самые приятные люди. Для контроля за супергероями ЦРУ создаёт специальный отряд, неофициально известный как «Пацаны» – суровые члены которого всегда готовы поставить зазнавшегося героя на место самым жестоким способом.",2019,https://image.tmdb.org/t/p/w500/8QGxRzHbzs4ihjy4afaUdlsROBD.jpg,8.5,12761,2019-07-25,2026-05-20,Эрик Крипке,"Карл Урбан, Джек Куэйд, Энтони Старр, Эрин Мориарти, Джесси Ашер, Лас Алонсо, Чейс Кроуфорд, Томер Капон, Карен Фукухара, Натан Митчелл"
105248,Cyberpunk: Edgerunners,サイバーパンク: エッジランナーズ,"В мире будущего, где царит коррупция, а люди одержимы киберимплантами, одаренный, но безрассудный парень мечтает стать наемником вне закона — «бегущим по краю».",2022,https://image.tmdb.org/t/p/w500/w15qxusZtam6ipBGEWBcwg9WQNN.jpg,8.5,1794,2022-09-13,2022-09-13,Рафал Яки,"KENN, Кайто Исикава, Хидэнари Угаки, Ацуко Сакураока, Акира Кувабара, Йохэй Мацуока, Хитоси Бифу, Котоми Айхара, Эмико Такеучи, Ацуши Тамару"
82739,Этот глупый свин не понимает мечту девочки-зайки,青春ブタ野郎はバニーガール先輩の夢を見ない,"Однажды старшеклассник Сакута встречает Маи — известную актрису, на которую никто не обращает внимания, несмотря на то, что девушка одета в вызывающий костюм кролика. Юноша решает помочь Маи выяснить, почему люди перестали её замечать.",2018,https://image.tmdb.org/t/p/w500/e3eMxMP10h9fxxMAyaO2SZ2udRr.jpg,8.516,1304,2018-10-04,2025-09-27,,"Кайто Исикава, Асами Сэто, Сора Амамия, Нао Тояма, Ацуми Танэдзаки, Ая Яманэ, Маая Утида, Кономи Кохара, Юрика Кубо, Манака Ивами"
83095,Восхождение героя щита,盾の勇者の成り上がり,"Обычный студент Наофуми Иватани вместе с тремя другими юношами был призван в параллельный мир, чтобы спасти его от гибели и стать героем. Однако вскоре Иватани предают и грабят. У него остаётся только легендарный щит, с помощью которого парень решает отомстить своим обидчикам.",2019,https://image.tmdb.org/t/p/w500/6m7XAqY4NRlvznQj1QhdzTbYRBh.jpg,8.502,1549,2019-01-09,2025-09-24,,"Кайто Исикава, Асами Сэто, Рина Хидака, Маая Утида, Хироки Ясумото, Ёсицугу Мацуока, Кикуко Иноуэ, Макото Таканаши, Мэгуми Хан, Сара Эми Бридкатт"
96462,"Я псих, но это нормально",사이코지만 괜찮아,История о сотруднике больницы для душевнобольных и популярной детской писательнице с диссоциальным расстройством личности.,2020,https://image.tmdb.org/t/p/w500/HKVk1KiNYzIiRQJQOMZfSeZYvC.jpg,8.503,1477,2020-06-20,2020-08-09,"박신우, 조용","Ким Су Хён, Со Е Чжи, О Чжон Сэ, Пак Кю-ён, 최다니엘, 정상훈, Квак Дон Ён, Пэ Хэ Сон, 배보람, 우정원"
135157,Алхимия душ,환혼,"Душа великой воительницы оказывается запертой в теле слабой девушки, которая становится слугой заносчивого и вредного дворянина.",2022,https://image.tmdb.org/t/p/w500/jkshVo79UaUOhwy1KgQxKsD4Ic9.jpg,8.558,773,2022-06-18,2023-01-08,"홍정은, 홍미란, Пак Чун Хва","이재욱, Ко Юн Чжон, 황민현, Мун Сон Хён, Чон Со Мин, 신승호, Ю Чун Сан, О На Ра, Ю Инсу, Чхве Е Вон"
82728,Блуи,Bluey,"Озорная, любопытная и полная идей Блуи — щенок австралийской пастушьей собаки. Она живёт вместе с родителями и младшей сестрой Бинго в большом уютном доме. Каждый день Блуи придумывает весёлые игры.",2018,https://image.tmdb.org/t/p/w500/2N7U3guYU3eHsJx8yiD061NLelo.jpg,8.568,693,2018-10-01,2024-04-21,Joe Brumm,"Дэвид МакКормак, Melanie Zanetti, Sam Simmons, Патрик Браммелл, Claudia O'Doherty, Lawrie Newman, Chris Brumm, Sam Moor, Dan Brumm, Роуз Бирн"
58474,Космос,Cosmos,"Знаменитый астрофизик Нил де Грассе Тайсон представляет ясность видения космоса, когда он путешествует по вселенной с помощью ранее не рассказанных историй, которые углубляются в научные концепции законов гравитации и происхождения пространства и времени.",2014,https://image.tmdb.org/t/p/w500/6Pwhx0yvaP2FnrZcCb5cEEzFim0.jpg,8.493,1672,2014-03-09,2020-04-20,"Ann Druyan, Steven Soter","Нил Деграсс Тайсон, Ann Druyan, John Steven Rocha, Paul Telfer, Jonathan Morgan Heit, Кэри Элвис, Tom Konkle, Александр Сиддиг, Альфред Молина, Ричард Гир"
94796,Любовь приходит с неба,사랑의 불시착,"После поломки параплана южнокорейскую наследницу огромного состояния забрасывает в Северную Корею... и в жизнь армейского офицера, который помогает ей спрятаться.",2019,https://image.tmdb.org/t/p/w500/mvy18bPg93JNLwTQHHP2ZjPYP0A.jpg,8.533,919,2019-12-14,2020-02-16,"박지은, Ли Чон Хё","현빈, Сон Ё-чжин, Со Джи-хе, 김정현, Ян Кён Вон, 유수빈, 이신영, 탕준상, Ким Сон Ён, Ким Чжон Нан"
110070,Хоримия,ホリミヤ,"На первый взгляд может показаться, что Хори — обыкновенная девушка-подросток, но внешность бывает обманчива. В то время, как родители трудятся на работе, героине остаются все хлопоты по дому, а также забота о младшем брате. Из-за постоянной занятости у неё просто не остаётся времени на то, чтобы насладиться прелестями подростковой жизни. Вскоре она знакомится с Миямурой, который также не показывает в школе настоящего себя. Он кажется недружелюбным тихоней, но за пределами стен школы оказывается абсолютно другим человеком. Так, у этой парочки находится много общего, и постепенно они начинают сближаться.",2021,https://image.tmdb.org/t/p/w500/k9hpvfE08fq8ZB5dQYCci4f9SQk.jpg,8.515,1119,2021-01-10,2021-04-04,,"Харука Томацу, Коки Утияма, Сэйитиро Ямасита, Юриэ Кодзакай, Нобухико Окамото, Мао Итимити, Рэйна Кондо, Даики Ямасита, Дзюн Фукуяма, Таку Ясиро"
259837,Суперглупцы,원더풀스,"1999-ый год. Группа обычных горожан, внезапно получивших суперспособности, встаёт на защиту родного города.",2026,https://image.tmdb.org/t/p/w500/uARtDxJDtISHnM2BxaSKvlQpWrc.jpg,9.155,119,2026-05-15,2026-05-15,"Кан Ын Кён, 유인식, Heo Da-jung","Пак Ын-пин, Чха Ын-у, Чхве Дэ-хун, Им Сон-чжэ, Ким Хэ-сук, Сон Хён-джу, Пэ На-ра, Чон И-со, Чой Юн-джи, Cha Seo-won"
1430,Космос: персональное путешествие,Cosmos: A Personal Voyage,"Документальный научно-популярный сериал, написанный Карлом Саганом, Энн Друян и Стивеном Сотером, в котором Саган выступил ведущим. Сериал состоит из тринадцати эпизодов, посвященных различным научным темам от происхождения жизни до места человечества во Вселенной.",1980,https://image.tmdb.org/t/p/w500/nOGArjE0WMkzY2GW1taJm8l9gxD.jpg,8.637,433,1980-09-28,1980-12-21,Карл Саган,Карл Саган
83121,Госпожа Кагуя: в любви как на войне,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"Миюки Сироганэ — признанный молодой гений, имеющий высокие оценки по всем предметам и, помимо этого, возглавляющий студенческий совет одной из самых престижных школ страны. Парень работает вместе с Кагуей Синомией — вице-президентом и по совместительству первой красавицей школы. Хотя ребята не состоят в отношениях, но окружающие считают их отличной парой.

Проработав бок о бок длительное время, герои осознают появившиеся друг к другу чувства, однако никто из них не хочет признаваться, считая это слабостью. И теперь они готовы совершать любые, даже самые безумные поступки, чтобы получить признание.",2019,https://image.tmdb.org/t/p/w500/A7kGItnduqtGDOjKpz928I2dKQB.jpg,8.538,834,2019-01-12,2022-06-25,,"Макото Фурукава, Аой Кога, Кономи Кохара, Рёта Судзуки, Мию Томита, Юмири Ханамори, Момо Асакура, Рина Хидака, Таку Ясиро, Кана Итиносэ"
88803,Сага о Винланде,ヴィンランド・サガ,"На суровых землях Исландии, средь хлада и ветров, живут потомки мореплавателей, некогда перебравшихся с материка на заснеженный остров. Здесь же живёт и Торс, отец Торфинна, — статный и уважаемый мужчина. И, по мнению соседей, человек необычных взглядов на жизнь… Торс не спешит браться за меч и считает, что настоящему воину он вовсе не нужен.",2019,https://image.tmdb.org/t/p/w500/aFJf2FeSFSGGBFUm4L97tUw1nQe.jpg,8.526,939,2019-07-08,2023-06-20,,"Юто Уэмура, Наоя Утида, Шюнске Такеучи, Кэнсё Оно, Хироки Ясумото, Акио Оцука, Ёдзи Уэда, Сидзука Исигами, Рэйна Кондо, Тадаси Миядзава"
34524,Волчонок,Teen Wolf,"Скотт МакКолл, шестнадцатилетний подросток, однажды ночью оказывается в лесу, где на него нападает и кусает большой таинственный зверь, напоминающий волка. Вскоре Скотт начинает замечать в себе некоторые изменения, такие как усиленный слух и сила, способность к быстрой регенерации и ускоренные рефлексы. С помощью своего лучшего друга, Стайлза Стилински, и загадочного оборотня, Дерека Хейла, он должен научиться контролировать себя, чтобы суметь защитить свою семью, друзей и девушку, Эллисон Арджент, от Альфы, оборотня, который обратил его.",2011,https://image.tmdb.org/t/p/w500/bq0TmDgpYWrTuJVo8JpeMU3LLb8.jpg,8.45,4704,2011-06-05,2017-09-24,Jeff Davis,"Tyler Posey, Дилан О'Брайен, Tyler Hoechlin, Holland Roden, Шелли Хенниг, Арден Чо, Дилан Спрейберри, Линден Эшби, Мелисса Понцио, Джей Ар Борн"
220542,Монолог фармацевта,薬屋のひとりごと,"Древний Китай. 17-летнюю девушку Маомао похищают и в качестве служанки продают в императорский дворец. Однажды она узнаёт, что двух младенцев императора поразил серьёзный недуг. Обладая опытом и знаниями в фармацевтике, Маомао решает тайно разузнать детали и попытаться помочь.",2023,https://image.tmdb.org/t/p/w500/7ABzbWhBzp4YjkXziGl77HmPa1h.jpg,8.587,566,2023-10-22,2025-07-04,,"Аой Юки, Такэо Оцука, Кацуюки Кониси, Мэгуми Тоёгути, Саяка Киношита, Сёхэи Кадзикава, Суми Симамото, Дайти Эндо, Тацумару Тачибана, Умэка Сёдзи"
240411,Дандадан,ダンダダン,"Старшеклассница Момо Аясэ верит в привидений. Однажды она знакомится с парнем Кэном Такакурой, который убеждён в существовании инопланетян. Они начинают спорить, пытаясь навязать друг другу свою точку зрения, и решают посетить оккультные места. Выясняется, что оба были правы.",2024,https://image.tmdb.org/t/p/w500/2uP4awFdmHbQaB2c3C2mUqczWwg.jpg,8.535,846,2024-10-04,2025-09-19,,"Шион Вакаяма, Нацуки Ханаэ, Маюми Танака, Нана Мидзуки, Каори Маэда, Мию Томита, Рюноске Ватануки, Хикару Танака, Сэйтаро Танигути, Сатоми Кобаши"
4194,Звёздные Войны: Войны Клонов,Star Wars: The Clone Wars,"Великая Армия Республики, ведомая Йодой, Мейсом Винду, Оби-Ваном Кеноби и другими рыцарями-джедаями, сражается против Новой Армии Дроидов сепаратистов.  Сюжет сериала дополняет вселенную Звездных войн, описывая события, произошедшие между эпизодами II и III.",2008,https://image.tmdb.org/t/p/w500/o9XEd15zRzef9SlOuJYPdS5HCdK.jpg,8.468,2342,2008-10-03,2020-05-04,Джордж Лукас,"Эшли Экштейн, Том Кэйн, Дэвид Теннант, Лиам Нисон, Джеймс Арнольд Тейлор, Мэтт Лантер, Ди Брэдли Бейкер, Терренс 'Т.К.' Карсон, Том Кенни, Катрин Табер"
67075,Моб Психо 100,モブサイコ100,"Духи. Злые духи, добрые духи, духи  пацифисты. Они наполнили этот мир и стали обыденным, как воздух. Только  вот люди с воздухом не сражаются, да воздух и вреда не приносит, а в  этом же мире духи ой как любят бедокурить. Специально для их усмирения  среди людей нашлись те, кто назвали себя Экстрасенсами и по велению руки  изгоняли призраков из мест обитания обычных людей. Таким экстрасенсом и  являлся наш главный герой по прозвищу Моб.

Моба на самом деле зовут Кагеяма Сигэо. Он самый обычный восьмиклассник,  несмотря на то что с раннего детства поднимал вещи в воздух силой мысли  и гнул ложки. Сейчас Моб особо не пользуется своей силой в  повседневности, так как не хочет тревожить одноклассников. По большей  части одну девушку, в которую он влюблен. После школы Моб обучается  контролю своей силы у одного такого же экстрасенса. На самом деле его  учитель самый что ни на есть шарлатан и никакими способностями не  обладает. Просто он нашел перспективного бойца с духами и делает на нем  деньги. Кагеяму это особо не напрягает. Он так и живет, борется с духами  и как всякий подросток пытается разобраться в жизни и найти в ней свой  смысл.",2016,https://image.tmdb.org/t/p/w500/4HJKaviTLn1incPtSZKAJZ6NJrv.jpg,8.498,1304,2016-07-12,2022-12-22,,"Сэцуо Ито, Такахиро Сакурай, Мию Ирино, Акио Оцука, Кэйдзи Фудзивара, Икудзи Носэ, Ёдзи Уэда, Аи Каяно, Котори Коиваи, Тинацу Акасаки"
63174,Люцифер,Lucifer,«Скучно в аду? Развлекусь в Городе ангелов!» — решает Сатана и отправляется на Землю. Он открывает ночной клуб и знакомится с женщиной-детективом из убойного отдела.,2016,https://image.tmdb.org/t/p/w500/z24OWggvuqkmB0xmtgChXbl9THw.jpg,8.434,15460,2016-01-25,2021-09-10,Tom Kapinos,"Том Эллис, Лорен Джерман, Кевин Алехандро, Ди Би Вудсайд, Лесли-Энн Брандт, Эйми Гарсиа, Том Уэллинг, Рэйчел Харрис, Scarlett Estevez, Джон Скларофф"
117376,Винченцо,빈센조,"В восьмилетнем возрасте Пак Чу-хён был усыновлён итальянской семьёй. Теперь парень вырос, его зовут Винченцо Касано, и он работает адвокатом и советником мафиозной семьи. Из-за войны кланов ему приходится вернуться на историческую родину.",2021,https://image.tmdb.org/t/p/w500/fMG4cuIo88rFG4HU52uOa8KJpxx.jpg,8.509,1068,2021-02-20,2021-05-02,,"Сон Чжун Ки, Чон Ё Бин, Ок Тэк Ён, Ким Ё Чжин, Квак Дон Ён, Чо Хан Чхоль, 임철수, Юн Пён Хи, Ким Ён Хэ, Чхве Ён Чжун"
89901,Дикинсон,Dickinson,"Действия этого комедийного сериала развиваются в 19-м веке. В центре сюжета юная Эмили Дикинсон, начинающая свою карьеру писательницы.",2019,https://image.tmdb.org/t/p/w500/c0TLtzHPh4I2BX9pNo56vzxk9PG.jpg,8.517,976,2019-11-01,2021-12-23,Алена Смит,"Хейли Стайнфелд, Тоби Хасс, Adrian Enscoe, Анна Барышникова, Элла Хант, Аманда Уоррен, Чиназа Уче, Jane Krakowski, Гас Хэлпер, Мэтт Лауриа"
125910,Молодые монархи,Young Royals,"Принц Вильгельм привыкает к новой жизни в престижной школе-интернате Хиллерска, но следовать зову сердца оказывается куда сложнее, чем он думал.",2021,https://image.tmdb.org/t/p/w500/cTE63UmZ91sZ5w1s6cKIwVev1Hn.jpg,8.5,1200,2021-07-01,2024-03-18,"Lisa Ambjörn, Lars Beckung, Camilla Holter","Эдвин Рюдинг, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Peter Carlberg, Inti Zamora Sobrado, Aminah Al Fakir, Claes Hartelius, Пернилла Аугуст"
100049,Унеси меня на Луну,トニカクカワイイ,"Парень по имени Наса Юдзаки подвергался насмешкам от своих сверстников из-за своего имени и каждый второй спрашивал: «Пойдёшь ли ты в астронавты?». Конечно, ему это всё не нравилось, поэтому тот начал работать над собой, чтобы стать человеком, над которым не будут смеяться.

В итоге, у него это получилось. Но в одну снежную ночь, перед днём сдачи вступительных экзаменов в лучшую академию страны, он повстречал девушку, которая очаровала его своей красотой. Наса теряет бдительность и его сбивает грузовик...

Цукаса Юдзаки — так зовут загадочную девушку — спасает Насу и в этот же момент он признаётся незнакомке в любви. Она соглашается принять его чувства, но только если они поженятся, а после чего исчезает.

Так проходит несколько лет, Насе уже исполнилось восемнадцать, и Цукаса появляется снова...",2020,https://image.tmdb.org/t/p/w500/fsl3dgPBCwawERXHfyuOCwTz3RR.jpg,8.478,1553,2020-10-03,2023-06-24,,"Акари Кито, Дзюнъя Эноки, Ю Сэридзава, Сумирэ Уэсака, Кономи Кохара, Хитоми Овада, Юки Нагаку, Кадзуюки Окицу, Сиори Миками, Мисаки Куно"
28136,Бродяга Кэнсин,るろうに剣心 明治剣客浪漫譚,"Гражданская война, названная Реставрацией Мэйдзи, окончилась. В Японии  полным ходом идут реформы по западному образцу. Нет больше сёгуната,  созданы парламент и правительство, самураи примеряют европейские  костюмы, крестьяне получают фамилии, расцветают торговля и  предпринимательство. Вот только почему герой тайной войны времен  Бакумацу неузнанным бродит по стране в обличии добродушного простака,  помогая всем, кто в беде, и ничего не прося взамен? Так Химура Кэнсин,  великий мастер меча и бывший убийца поневоле, пытается искупить грехи  прошлого и найти мир в израненной душе.

Краткая передышка застает  Кэнсина в Токио – бывшем Эдо, где он спасает Каору Камия, молодую  хозяйку семейного додзё. Постепенно в додзё Камия собирается теплая  компания бродяг и неудачников – Каору, Кэнсин, наемный боец Саносукэ и  сирота Яхико. Вот только спокойная жизнь, наполненная веселыми  похождениями и шутливыми перепалками, продлилась недолго. Ведь прошлое  никуда не ушло, и слишком многие считают, что кровь можно смыть только  куда большей кровью.",1996,https://image.tmdb.org/t/p/w500/JXO2UkyQxTpgfUbDi5erA8IZrf.jpg,8.53,807,1996-01-10,1998-09-08,,"涼風真世, 藤谷美紀, Мина Томинага, Юдзи Уэда, Мика Дои, Хиротака Судзуоки, Томо Сакураи, Йошито Ясухара, Норико Хидака, Ёку Сиоя"
42444,Рыцари Зодиака ,聖闘士星矢,"Раз в 300 лет Афина, дочь бога Зевса, спускается на Землю чтобы защитить мир от зла. Она создала рыцарский орден, в который вошли Святые — воины, обладающие сверхъестественными способностями. Сила проявления этих способностей зависит от их волшебной одежды. Магическая одежда воплощает в себе силу одного из небесных созвездий и бывает трех цветов — бронзового (самые слабые воины), серебряного (средние по силе воины) и золотого (двенадцать самых сильных воинов).",1986,https://image.tmdb.org/t/p/w500/jbDA97GhZCVCtrdgWJensFWSdMt.jpg,8.5,1413,1986-10-11,1989-04-01,,"古谷徹, Хиротака Судзуоки, Рё Хорикава, Коичи Хашимото, Хидэюки Хори, 潘恵子, Хидэюки Танака, Мами Кояма, Юрико Ямамото, 曽我部和恭"
87739,Ход королевы,The Queen's Gambit,"1950-е, сиротский приют. Юная девушка обнаруживает удивительный талант к шахматам и начинает свой невероятный путь к славе, которой может помешать зависимость.",2020,https://image.tmdb.org/t/p/w500/s2s3E4yNyErQZ081jDEONfLFYxb.jpg,8.435,5491,2020-10-23,2020-10-23,"Скотт Фрэнк, Allan Scott","Аня Тейлор-Джой, Хлоя Пирри, Matthew Dennis Lewis, Russell Dennis Lewis, Серджо Ди Зио, Dolores Carbonari, Джонджо О’Нил, Madeline Holliday, Alexander Berdichevsky, Дженни Гэллоуэй"
100088,Одни из нас,The Last of Us,"Спустя 20 лет после уничтожения современной цивилизации из-за пандемии, контрабандист Джоэл нанимается вывезти Элли, 14-летнюю девочку, из карантинной зоны. То, что начинается как непыльная работка, вскоре превращается в жестокое и душераздирающее путешествие, в течение которого Джоэлу и Элли придётся научиться доверять друг другу.",2023,https://image.tmdb.org/t/p/w500/69loIrm9JPpPRE3Akw4yRoitSYn.jpg,8.43,7009,2023-01-15,2025-05-25,"Нил Дракманн, Крейг Мейзин","Белла Рамзи, Гэбриел Луна, Изабела Мерсед, Янг Мазино, Педро Паскаль, Джон Ханна, Джош Бренер, Кристофер Хейердал, Брэд Лелэнд, Марша Беннетт"
